Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"395203419705","TQFA0049 & QFL0156 AIR & OIL Filter for HONDA CR-V, HONDA FR-V",,,"1","FIXED_PRICE","GBP",11.5,,,11.5,"0","","","Feb-15-24 10:55:29 PST","Aug-15-26 10:55:29 PDT","Air Filters","33659","","","New","","","","","249720325","UK","","",""
"395203430041","QFA0473 Audi Air Filter AUDI A4, AUDI A4 Allroad, AUDI A5, AUDI Q5",,,"1","FIXED_PRICE","GBP",7.99,,,7.99,"0","","","Feb-15-24 11:01:43 PST","Aug-15-26 11:01:43 PDT","Air Filters","33659","","","New","","","","","249432240","UK","","",""
"395203563573","Air Filter QFA0672 DAIHATSU CHARADE, TOYOTA VERSO S, TOYOTA YARIS VERSO, TOYOTA",,,"1","FIXED_PRICE","GBP",7.99,,,7.99,"0","","","Feb-15-24 12:39:14 PST","Aug-15-26 12:39:14 PDT","Air Filters","33659","","","New","","","","","249387320","UK","","",""
"395203570588",TJ Filters QFA0948 Air Filter Audi Seat Skoda VW,,,"1","FIXED_PRICE","GBP",7.99,,,7.99,"0","","","Feb-15-24 12:44:14 PST","Aug-15-26 12:44:14 PDT","Air Filters","33659","","","New","","","","","248927625","UK","","",""
"395203576372",QFL0309 OIL FILTER VW SCIROCCO AND MANY MORE SEE DESCRIPTION,,,"1","FIXED_PRICE","GBP",5.99,,,5.99,"0","","","Feb-15-24 12:51:05 PST","Aug-15-26 12:51:05 PDT","Service Kits","174087","","","New","","","","","","UK","","",""
"395203582918",TJ Filters QFL0256 Oil Filter VAUXHALL ASTRA ETC SEE COMPATIBILITY TOOL,,,"1","FIXED_PRICE","GBP",5.99,,,5.99,"0","","","Feb-15-24 12:58:44 PST","Aug-15-26 12:58:44 PDT","Oil Filters","33661","","","New","","","","","249488237","UK","","",""
"395203729356",MOOLTIPASS MINI EXTRA SMARTCARDS ADDITIONAL CARDS,,,"20","FIXED_PRICE","GBP",19.99,,,19.99,"0","2","0","Feb-15-24 14:54:58 PST","Aug-15-26 14:54:58 PDT","Other Blank Media & Accs","11161","","","New","","","","","","UK","","",""
"395218285555",YoStar Submersible Pump 2500L/H Water Pump Pond Hydroponics etc,,,"1","FIXED_PRICE","GBP",24.0,,,24.0,"0","1","","Feb-22-24 01:30:25 PST","Aug-22-26 01:30:25 PDT","Water Pumps","77641","","","New other (see details)","","","","","","UK","","",""
"395228073409",PRAKTICA LTL CAMERA WITH CARL ZEISS TESSAR JENA 2.8/50 DDR LENS,,,"1","FIXED_PRICE","GBP",65.0,,,65.0,"0","0","","Feb-26-24 11:18:04 PST","Jul-26-26 11:18:04 PDT","Film Cameras","15230","","","Used","","","","","","UK","","",""
"395232640044",Ace-Tornado Exp88 Nailgun Nail Gun Replaces Hilti DX450,,,"1","FIXED_PRICE","GBP",99.99,,,99.99,"0","1","","Feb-28-24 10:21:23 PST","Jul-28-26 10:21:23 PDT","Nail Guns","20779","","","Used","","","","","","UK","","",""
"395234071779",Makita Fs2500 Drywall TEK Screwdriver 110v,,,"1","FIXED_PRICE","GBP",55.0,,,55.0,"0","0","","Feb-29-24 01:38:50 PST","Jul-29-26 01:38:50 PDT","Screw Guns & Screwdrivers","122839","","","Used","","","","","2060000556","UK","","0088381603225",""
"395234718330",Ford Transit Connect 8/09-2013 Twin Glass Wing Mirror Cable Black Passenger Side,,,"1","FIXED_PRICE","GBP",48.0,,,48.0,"0","0","0","Feb-29-24 04:42:48 PST","Jul-29-26 04:42:48 PDT","Mirror Assemblies","262161","","","New","","","","","","UK","","DoesNotApply",""
"395234733133",MAINS VOLTAGE DOWNLIGHTER DOWNLIGHT ALL GOLD,,,"3","FIXED_PRICE","GBP",5.5,,,5.5,"0","0","","Feb-29-24 04:48:02 PST","Jul-29-26 04:48:02 PDT","Ceiling Lights & Chandeliers","117503","","","New","","","","","","UK","","",""
"395234740366",'EMMA' WHITE MAINS VOLTAGE DOWNLIGHTER DOWNLIGHT WHITE,,,"11","FIXED_PRICE","GBP",5.5,,,5.5,"0","","","Feb-29-24 04:50:11 PST","Jul-29-26 04:50:11 PDT","Light Fittings","112584","","","New","","","","","","UK","","",""
"395257163393",WHITE FISH EYE DOWNLIGHTER,,,"99","FIXED_PRICE","GBP",5.5,,,5.5,"0","","","Mar-08-24 23:23:50 PST","Aug-08-26 23:23:50 PDT","Buttons","7320","","","New","","","","","","UK","","",""
"395283760319","HYCHIKA Classic Reciprocating Saw, 18V Cordless Saw RS22D - Baretool",,,"1","FIXED_PRICE","GBP",33.0,,,33.0,"0","0","","Mar-20-24 15:18:05 PDT","Aug-20-26 14:18:05 PDT","Reciprocating Saws","20788","","","Used","","","","","","UK","","",""
"395283769475",Mac Allister Cordless 12v Drill COD12VCDK Used,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","1","0","Mar-20-24 15:24:54 PDT","Aug-20-26 14:24:54 PDT","Cordless Drills","184655","","","Used","","","","","","UK","","DoesNotApply",""
"395293507353",Meddings 9373/LT/III PEDESTAL PILLAR DRILL -3 Phase (from circa 1970),,,"190","FIXED_PRICE","GBP",230.0,,,230.0,"0","16","0","Mar-24-24 23:46:59 PDT","Aug-24-26 22:46:59 PDT","Drills","147834","","","Used","","","","","","UK","","",""
"395296623483",F42201LO PNEUMATIC FILTER 10BAR 50DEG C,,,"1","FIXED_PRICE","GBP",23.0,,,23.0,"0","","","Mar-26-24 07:23:28 PDT","Jul-26-26 06:23:28 PDT","Other Hydraulics & Pneumatics","48718","","","Used","","","","","","UK","","",""
"395296644425",ROTOTHERM CLEARWAY M140 PRESSURE GUAGE kPa psi,,,"1","FIXED_PRICE","GBP",100.0,,,100.0,"0","","","Mar-26-24 07:34:04 PDT","Jul-26-26 06:34:04 PDT","Thermometers","14022","","","Used","","","","","","UK","","",""
"395296677039",VINTAGE BUDENBERG PRESSURE GUAGE GUAGES 0 TO 1 BAR,,,"1","FIXED_PRICE","GBP",50.0,,,50.0,"0","","","Mar-26-24 07:48:34 PDT","Jul-26-26 06:48:34 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395296716087",VINTAGE BUDENBERG LIGHT BLUE PRESSURE GUAGE 0 TO 400 BAR,,,"1","FIXED_PRICE","GBP",45.0,,,45.0,"0","","","Mar-26-24 08:06:24 PDT","Jul-26-26 07:06:24 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395296728211",VINTAGE BUDENBERG PRESSURE GUAGES THREE AVAILABLE,,,"1","FIXED_PRICE","GBP",70.0,,,70.0,"0","","","Mar-26-24 08:13:29 PDT","Jul-26-26 07:13:29 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395296735925",NEW BUDENBERG 0 TO 2.5 BAR PRESSURE GUAGE,,,"1","FIXED_PRICE","GBP",20.0,,,20.0,"0","","","Mar-26-24 08:18:25 PDT","Jul-26-26 07:18:25 PDT","Other Business & Industrial","26261","","","New other (see details)","","","","","","UK","","",""
"395296754163",VINTAGE 6 BAR BUDENBERG PRESSURE GUAGE,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","","","Mar-26-24 08:34:02 PDT","Jul-26-26 07:34:02 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395296768603",VINTAGE UCC PRESSURE GUAGE 250 BAR,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","0","","Mar-26-24 08:42:16 PDT","Jul-26-26 07:42:16 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395297053931",NUTOOL ORBITAL WAXER / POLISHER 240mm PAD 3000 RPM CAR POLISHER,,,"1","FIXED_PRICE","GBP",26.49,,,26.49,"0","0","0","Mar-26-24 11:42:09 PDT","Jul-26-26 10:42:09 PDT","Buffers & Polishers","42266","","","New other (see details)","","","","","","UK","","",""
"395300857059",GENUINE HP 10 PORT HPE OFFICE CONNECT 1910 SERIES SWITCH,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","","","Mar-28-24 00:55:16 PDT","Jul-27-26 23:55:16 PDT","Network Switches","51268","","","Used","","","","","","UK","","",""
"395300857973",Cisco C887 VAM 800 Series Integrated Services Router,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","","","Mar-28-24 00:55:50 PDT","Jul-27-26 23:55:50 PDT","Enterprise Routers","175699","","","Used","","","","","","UK","","",""
"395303122762",3Com Baseline Switch 2816. Gigabit Ethernet 16-port Switch.,,,"1","FIXED_PRICE","GBP",17.99,,,17.99,"0","2","0","Mar-29-24 02:06:57 PDT","Jul-29-26 01:06:57 PDT","Network Switches","51268","","","Used","","","","","","UK","","",""
"395322386965",VELUX BCX W00020 L010 VAPOUR BARRIER CONNECTION STRIP,,,"1","FIXED_PRICE","GBP",27.0,,,27.0,"0","1","","Apr-07-24 00:22:41 PDT","Aug-07-26 00:22:41 PDT","Skylight & Roof Windows","259218","","","New","","","","","","UK","","",""
"395356055655",ELLIOTT PROGRESS 16 PILLAR DRILL,,,"1","FIXED_PRICE","GBP",145.0,,,145.0,"0","17","0","Apr-22-24 02:52:47 PDT","Aug-22-26 02:52:47 PDT","Drills","147834","","","Used","","","","","","UK","","",""
"395357152904",BMW X5 BUMPER REINFORCEMENT BAR 51217158449-08 OEM 74529416,,,"1","FIXED_PRICE","GBP",45.0,,,45.0,"0","","","Apr-22-24 14:49:21 PDT","Aug-22-26 14:49:21 PDT","Bumpers & Reinforcements","33640","","","Used","","","","","","UK","","",""
"395359328036",Bosch GKS 85 110V Circular Saw (060157A060),,,"1","FIXED_PRICE","GBP",60.0,,,60.0,"0","","","Apr-23-24 13:54:58 PDT","Aug-23-26 13:54:58 PDT","Circular Saws","71307","","","Used","","","","","1723200289","UK","","3165140401944",""
"395360967004",MAKITA HP1641 DRILL 110V USED GOOD,,,"1","FIXED_PRICE","GBP",45.0,,,45.0,"0","0","0","Apr-24-24 07:09:38 PDT","Aug-24-26 07:09:38 PDT","Corded Drills","184654","","","Used","","","","","","UK","","",""
"395362936145",EX ARMY FOLDABLE TOUGH BACKPACK BAG 6L POCKETS MAP CARRIER UNZIPS FULLY,,,"4","FIXED_PRICE","GBP",24.99,,,24.99,"1","6","0","Apr-25-24 02:34:40 PDT","Jul-25-26 02:34:40 PDT","Bags","52357","","","Pre-owned - Good","","","","","","UK","","",""
"395371437150",Angle Drill 110v Makita 6300LR Used,,,"1","FIXED_PRICE","GBP",45.0,,,45.0,"0","4","0","Apr-29-24 01:08:25 PDT","Jul-29-26 01:08:25 PDT","Corded Drills","184654","","","Used","","","","","","UK","","",""
"395378100055",WOODEN DECORATORS LADDERS,,,"1","FIXED_PRICE","GBP",35.0,,,35.0,"0","0","","May-02-24 00:26:28 PDT","Aug-02-26 00:26:28 PDT","Ladders","112567","","","Used","","","","","","UK","","",""
"395378101709",METAL DECORATORS LADDERS USED,,,"1","FIXED_PRICE","GBP",35.0,,,35.0,"0","1","0","May-02-24 00:28:47 PDT","Aug-02-26 00:28:47 PDT","Other Business & Industrial","26261","","","Used","","","","","","UK","","",""
"395380651937","36 INCH BULL STILLSON TYPE PIPE WRENCH 36"" HEAVY DUTY",,,"1","FIXED_PRICE","GBP",50.0,,,50.0,"0","1","0","May-03-24 02:15:03 PDT","Aug-03-26 02:15:03 PDT","Pipe Wrenches","20772","","","Used","","","","","","UK","","",""
"395393461627",COUNTAX RIDE ON MOWER BONNET SPARE PART,,,"1","FIXED_PRICE","GBP",60.0,,,60.0,"0","5","0","May-09-24 00:46:42 PDT","Aug-09-26 00:46:42 PDT","Lawn Mower Parts","260923","","","Used","","","","","","UK","","",""
"395393479047",SHARP COPIER TONER MX31GTBA BLACK FOR MX2600 MX3100,,,"1","FIXED_PRICE","GBP",29.99,,,29.99,"2","0","0","May-09-24 00:59:12 PDT","Aug-09-26 00:59:12 PDT","Toner Cartridges","16204","","","Opened – never used","","","","","","UK","","",""
"395393483122",SHARP COPIER TONER CYAN MX31GTCA FOR MX-2600 MX3100,,,"1","FIXED_PRICE","GBP",15.0,,,15.0,"0","","","May-09-24 01:01:49 PDT","Aug-09-26 01:01:49 PDT","Toner Cartridges","16204","","","Used","","","","","","UK","","",""
"395397659243",TRELAWNY SCALING HAMMER PNEUMATIC AIR HAMMER,,,"1","FIXED_PRICE","GBP",140.0,,,140.0,"0","1","","May-10-24 23:20:40 PDT","Aug-10-26 23:20:40 PDT","Air Hammers","42246","","","Used","","","","","","UK","","",""
"395397680131",TRELAWNY SCALING AIR HAMMER PNEUMATIC HAMMER,,,"1","FIXED_PRICE","GBP",140.0,,,140.0,"0","","","May-10-24 23:33:47 PDT","Aug-10-26 23:33:47 PDT","Air Hammers","42246","","","Used","","","","","","UK","","",""
"395397688010",Gast DOA-V501-AE Diaphragm Vacuum Pump Compressor - 110V Oilless Lab Pump,,,"1","FIXED_PRICE","GBP",125.0,,,125.0,"0","2","0","May-10-24 23:37:53 PDT","Aug-10-26 23:37:53 PDT","Other Vacuum Pumps","46548","","","Used","","","","","","UK","","",""
"395398589587",Laser level with tripod and case. Used. Good. Faithfull,,,"1","FIXED_PRICE","GBP",50.0,,,50.0,"0","1","0","May-11-24 09:10:57 PDT","Aug-11-26 09:10:57 PDT","Engineering & Surveying","14019","","","Used","","","","","","UK","","",""
"395411652495",STAGE LIGHTING LIGHTS PAR-64XY PAR 64 230V MAX 1000W,,,"2","FIXED_PRICE","GBP",50.0,,,50.0,"0","","","May-17-24 15:11:00 PDT","Aug-17-26 15:11:00 PDT","Replacement Bulbs & Lamps","81970","","","Used","","","","","","UK","","",""
"395414350854",SHOWTEC 30319 PARCAN 56 500W SHORT BLACK STAGE LIGHTING LIGHT,,,"2","FIXED_PRICE","GBP",30.0,,,30.0,"0","1","","May-19-24 00:26:03 PDT","Aug-19-26 00:26:03 PDT","Stage Lighting Single Units","177022","","","Used","","","","","","UK","","",""
"395435480806","MAKITA TABLE SAW 10"" INCH MODEL 2400 240V",,,"1","FIXED_PRICE","GBP",149.99,,,149.99,"0","2","0","May-29-24 03:46:20 PDT","Jul-29-26 03:46:20 PDT","Saws","42296","","","Used","","","","","","UK","","",""
"395499963982","Really Easy Recorder Book: (With Piano), , Used; Good Book",,,"1","FIXED_PRICE","GBP",6.0,,,6.0,"0","","","Jun-28-24 04:58:42 PDT","Jul-28-26 04:58:42 PDT","Books","261186","","","Like New","","","","","","UK","","","057151037X"
"395500007383",Musique à la Cour d' Angleterre Music Book Elizabethan 1558 to 1642 Score,,,"1","FIXED_PRICE","GBP",22.0,,,22.0,"0","","","Jun-28-24 05:09:31 PDT","Jul-28-26 05:09:31 PDT","Books","261186","","","Very Good","","","","","","UK","","",""
"395500025471",MUSIQUE A LA COUR D'ITALIE PRINCELY COURTS ITALIAN RENAISSANCE MUSIC SCORE BOOK,,,"1","FIXED_PRICE","GBP",22.0,,,22.0,"0","","","Jun-28-24 05:14:12 PDT","Jul-28-26 05:14:12 PDT","Books","261186","","","Acceptable","","","","","","UK","","",""
"395500039113",Jazzin' About By Pamela Wedgwood MUSIC BOOK SCORE FUN PIECES FOR TROMBONE,,,"1","FIXED_PRICE","GBP",4.99,,,4.99,"0","","","Jun-28-24 05:18:53 PDT","Jul-28-26 05:18:53 PDT","School Textbooks & Study Guides","171223","","","Like New","","","","","","UK","","","9780571510535"
"395500042121",SAXAPHONE STUDIO MELODIC STUDIES FOR SAXOPHONE CHRIS ALLEN EASY TO MEDIUM,,,"12","FIXED_PRICE","GBP",6.0,,,6.0,"0","","","Jun-28-24 05:20:25 PDT","Jul-28-26 05:20:25 PDT","Books","261186","","","Acceptable","","","","","","UK","","",""
"395503858778",SONGS OF THE LINLEYS FOR HIGH VOICE STAINER & BELL MUSIC SCORE SHEET BOOK,,,"4","FIXED_PRICE","GBP",5.0,,,5.0,"0","","","Jun-30-24 04:38:58 PDT","Jul-30-26 04:38:58 PDT","Contemporary","182151","","","Very Good","","","","","","UK","","",""
"395516698678","Piano Accompaniment/score (Team Brass) by Duckett, Richard. Paperback. 086359539",,,"1","FIXED_PRICE","GBP",5.5,,,5.5,"0","","","Jul-06-24 04:16:22 PDT","Aug-06-26 04:16:22 PDT","Books","261186","","","Good","","","","","88828908","UK","","","9780863595394"
"395516700362",TOP LINE ALBUM FOR TROMBONE MUSIC BOOK SCORE,,,"1","FIXED_PRICE","GBP",4.99,,,4.99,"0","","","Jul-06-24 04:19:29 PDT","Aug-06-26 04:19:29 PDT","School Textbooks & Study Guides","171223","","","Good","","","","","","UK","","",""
"395516703278",Music Medals Cello Options Practice Book - 9781860965159,,,"1","FIXED_PRICE","GBP",5.99,,,5.99,"0","","","Jul-06-24 04:21:56 PDT","Aug-06-26 04:21:56 PDT","Books","261186","","","Like New","","","","","","UK","","","9781860965159"
"395516712248",Charismatic Cats For Saxaphone with Piano Martin Ellerby,,,"1","FIXED_PRICE","GBP",14.99,,,14.99,"0","","","Jul-06-24 04:33:24 PDT","Aug-06-26 04:33:24 PDT","Contemporary","182151","","","Like New","","","","","","UK","","",""
"395516724940",The Ivors Nominees Songbook 2012 MUSIC BOOK,,,"1","FIXED_PRICE","GBP",15.99,,,15.99,"0","","","Jul-06-24 04:44:55 PDT","Aug-06-26 04:44:55 PDT","Contemporary","182151","","","Like New","","","","","","UK","","9781780387079",""
"395518441349",MAMBO MERENGUE JAZZY SAXOPHONE SOLOS WITH PIANO,,,"1","FIXED_PRICE","GBP",5.0,,,5.0,"0","","","Jul-07-24 03:08:58 PDT","Aug-07-26 03:08:58 PDT","Contemporary","182151","","","New","","","","","","UK","","",""
"395518448947",Elizabethan and Jacobean Songs For Voice and Guitar Music Book Score Criswick,,,"1","FIXED_PRICE","GBP",6.5,,,6.5,"0","1","","Jul-07-24 03:16:47 PDT","Aug-07-26 03:16:47 PDT","Contemporary","182151","","","New","","","","","","UK","","",""
"395518465575",Recorder Duets from the Beginning: Bk.1 (Book One). Pitts 9780711958616 New**,,,"1","FIXED_PRICE","GBP",5.45,,,5.45,"0","","","Jul-07-24 03:32:18 PDT","Aug-07-26 03:32:18 PDT","School Textbooks & Study Guides","171223","","","New","","","","","91873883","UK","","","9780711958616"
"395518490189",VIVALDI BÄRENREITER URTEXT TWO SONATAS FOR VIOLONCELLO & BASS,,,"1","FIXED_PRICE","GBP",9.99,,,9.99,"1","0","0","Jul-07-24 03:45:30 PDT","Aug-07-26 03:45:30 PDT","Instruction Books & Media","182150","","","Acceptable","","","","","","UK","","",""
"395518498503",JAZZY FLUTE 1 MUSIC BOOK JOHN REEMAN,,,"1","FIXED_PRICE","GBP",5.5,,,5.5,"0","","","Jul-07-24 03:50:12 PDT","Aug-07-26 03:50:12 PDT","Contemporary","182151","","","New","","","","","","UK","","9790008041945",""
"395518510551","Five Tudor Portraits Vocal Score by Williams, R. Vaughan Book Choral Poems 1460",,,"1","FIXED_PRICE","GBP",19.99,,,19.99,"0","0","","Jul-07-24 04:01:33 PDT","Aug-07-26 04:01:33 PDT","Books","261186","","","New","","","","","","UK","","","0193389819"
"395519072698","Dawe: New Road To String Playing Cello..., Margery Dawe",,,"1","FIXED_PRICE","GBP",6.5,,,6.5,"0","","","Jul-07-24 10:56:45 PDT","Aug-07-26 10:56:45 PDT","Contemporary","182151","","","New","","","","","","UK","","9790220902918",""
"395519092766","Abracadabra Recorder, Abracadabra Recorder Book 5 2 part, 3 part and 4 part",,,"1","FIXED_PRICE","GBP",5.5,,,5.5,"0","0","0","Jul-07-24 11:05:08 PDT","Aug-07-26 11:05:08 PDT","Books","261186","","","New","","","","","","UK","","","9780713621679"
"395522482695","Handel Flute Sonatas, Volume I G. Henle Verlag",,,"1","FIXED_PRICE","GBP",11.99,,,11.99,"0","1","","Jul-09-24 04:56:52 PDT","Aug-09-26 04:56:52 PDT","Books","261186","","","LIKE_NEW","","","","","","UK","","","9790201804835"
"395522491016",Starter SOLOS for Trombones (BC & TC) With CD New,,,"1","FIXED_PRICE","GBP",7.5,,,7.5,"0","1","","Jul-09-24 05:00:09 PDT","Aug-09-26 05:00:09 PDT","Contemporary","182151","","","New","","","","","","UK","","",""
"395522662182",WARWICK MUSIC SPA TOWN STUDIES TREBLE RECORDER JOHN BROWN,,,"1","FIXED_PRICE","GBP",7.5,,,7.5,"0","","","Jul-09-24 06:02:25 PDT","Aug-09-26 06:02:25 PDT","Contemporary","182151","","","New","","","","","","UK","","",""
"395522737877",ORCHESTER STUDIEN KLARINETTE Peter Löffler Music Score Clarinet,,,"1","FIXED_PRICE","GBP",19.99,,,19.99,"0","","","Jul-09-24 07:00:35 PDT","Aug-09-26 07:00:35 PDT","Contemporary","182151","","","Like New","","","","","","UK","","",""
"395524536398",Really Easy Trombone Book: (With Piano) by Gout Music Score Solos,,,"1","FIXED_PRICE","GBP",5.75,,,5.75,"0","","","Jul-10-24 06:25:13 PDT","Aug-10-26 06:25:13 PDT","Books","261186","","","New","","","","","","UK","","","9780571509997"
"395524546030","THE COMPLETE GUITAR PLAYER BOOK 3 (NEW EDIT..., Various",,,"1","FIXED_PRICE","GBP",7.5,,,7.5,"0","","","Jul-10-24 06:31:43 PDT","Aug-10-26 06:31:43 PDT","Books","261186","","","New","","","","","","UK","","","9780711982284"
"395524549720",Masterwork Classic Duets Level 2 Piano Music  Various,,,"1","FIXED_PRICE","GBP",9.45,,,9.45,"0","","","Jul-10-24 06:36:16 PDT","Aug-10-26 06:36:16 PDT","Books","261186","","","New","","","","","201113949","UK","","","9780739095119"
"395524559374",MARCELLO SONATA in F major FOR TROMBONE AND PIANO Allen Ostrander,,,"1","FIXED_PRICE","GBP",7.89,,,7.89,"0","1","","Jul-10-24 06:44:27 PDT","Aug-10-26 06:44:27 PDT","Instruction Books & Media","182150","","","New","","","","","","UK","","",""
"395524563356",PLAY PIANO TRANSPORT AND TRAVEL Music Book For Children,,,"1","FIXED_PRICE","GBP",6.75,,,6.75,"0","","","Jul-10-24 06:49:32 PDT","Aug-10-26 06:49:32 PDT","Contemporary","182151","","","New","","","","","","UK","","",""
"395527258260","Vintage Classic DESMO 5004 Euro Bar Rack White in Packet Up To 51 "" Gutters",,,"1","FIXED_PRICE","GBP",150.0,,,150.0,"0","","","Jul-11-24 14:15:39 PDT","Aug-11-26 14:15:39 PDT","Roof Racks & Cross Bars","33651","","","New","","","","","","UK","","",""
"395527295503",Vent-a-matic Static Ventilator with Stormguard Model DGS/JG For Glass,,,"6","FIXED_PRICE","GBP",37.99,,,37.99,"2","1","0","Jul-11-24 14:58:03 PDT","Aug-11-26 14:58:03 PDT","Home Windows","45794","","","New","","","","","","UK","","DoesNotApply",""
"395527297657","Sealey SA2 1/2""Sq Drive Air Impact Wrench Bare Unit",,,"1","FIXED_PRICE","GBP",24.99,,,24.99,"1","4","0","Jul-11-24 15:00:29 PDT","Aug-11-26 15:00:29 PDT","Impact Wrenches","179419","","","Used","","","","","","UK","","",""
"395527302353",6 X JOB LOT - WIRE FREE CHIME (BELL & PUSH) WIRELESS DOOR CHIME EASY TO INSTALL,,,"5","FIXED_PRICE","GBP",24.0,,,24.0,"0","0","","Jul-11-24 15:03:44 PDT","Aug-11-26 15:03:44 PDT","Doorbells","115975","","","New","","","","","","UK","","",""
"395527303010","LEYBOLD SPECIAL OIL FILTER FOR VACUUM PUMPS 3/4 "" EK96004",,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","","","Jul-11-24 15:04:41 PDT","Aug-11-26 15:04:41 PDT","Other Vacuum Pumps","46548","","","New other (see details)","","","","","","UK","","",""
"395531535273",Makita DJV180Z 18V Li-ion Cordless Jigsaw (Body Only) With Case,,,"1","FIXED_PRICE","GBP",75.0,,,75.0,"0","6","0","Jul-14-24 00:23:49 PDT","Aug-14-26 00:23:49 PDT","Jig Saws","122834","","","Used","","","","","1075228065","UK","","0088381662710",""
"395531627628","MAKITA IN-LINE 8419B HAMMER IMPACT DRILL  TWO SPEED, 110V, WITH CASE",,,"1","FIXED_PRICE","GBP",65.0,,,65.0,"0","","","Jul-14-24 02:13:26 PDT","Aug-14-26 02:13:26 PDT","Hammer Drills","50208","","","Used","","","","","","UK","","Does not apply",""
"395534057050",BRASS SCULPTURE BLACKSMITH ORNAMENT ANVIL SOLID HEAVY ROMANY,,,"1","FIXED_PRICE","GBP",75.0,,,75.0,"0","2","0","Jul-15-24 07:02:01 PDT","Aug-15-26 07:02:01 PDT","Figures/ Models","60657","","","Used","","","","","","UK","","",""
"395534620881",MIKASA MTX-60 PETROL TRENCH TAMPING RAMMER WACKER,,,"1","FIXED_PRICE","GBP",399.99,,,399.99,"0","18","0","Jul-15-24 14:34:18 PDT","Aug-15-26 14:34:18 PDT","Other Construction Tools","64810","","","Used","","","","","","UK","","",""
"395534697176",TWIN DOUBLE PEDESTAL GRINDER 3 Phase,,,"1","FIXED_PRICE","GBP",99.99,,,99.99,"0","15","0","Jul-15-24 15:48:55 PDT","Aug-15-26 15:48:55 PDT","Other CNC, Metalworking & Manufacturing","92150","","","Used","","","","","","UK","","",""
"395534699928",WOLF TWIN DOUBLE PEDESTAL GRINDER,,,"1","FIXED_PRICE","GBP",99.99,,,99.99,"0","1","0","Jul-15-24 15:50:52 PDT","Aug-15-26 15:50:52 PDT","Other Industrial Tools","633","","","Used","","","","","","UK","","",""
"395536008475",Dewalt D21805-LX 110v drill 13mm Percussion  /Hammer drill with case,,,"1","FIXED_PRICE","GBP",65.0,,,65.0,"0","0","","Jul-16-24 06:26:07 PDT","Aug-16-26 06:26:07 PDT","Corded Drills","184654","","","Used","","","","","","UK","","Does not apply",""
"395540207791","Theory is Fun Activity Book 1 Cox by Maureen Cox (Book, 1998)",,,"4","FIXED_PRICE","GBP",55.99,,,55.99,"0","","","Jul-18-24 07:56:46 PDT","Aug-18-26 07:56:46 PDT","Books","261186","","","New","","","","","89314356","UK","","","9781898771128"
"395540211214","Concertino for Trombone & Piano Sheet music score Ridout, Alan",,,"1","FIXED_PRICE","GBP",7.5,,,7.5,"0","","","Jul-18-24 08:00:28 PDT","Aug-18-26 08:00:28 PDT","Contemporary","182151","","","New","","","","","","UK","","9790570401772",""
"395540214311",Abracadabra Recorder - Abracadabra Recorder Book 2 (Pupil's Book): 23 graded...,,,"1","FIXED_PRICE","GBP",7.5,,,7.5,"0","","","Jul-18-24 08:02:43 PDT","Aug-18-26 08:02:43 PDT","Books","261186","","","New","","","","","91950242","UK","","","9780713621594"
"395542102374",OLD MACDONALD'S FUN PIECES Beginner Recorder and keyboard / piano,,,"1","FIXED_PRICE","GBP",6.99,,,6.99,"0","","","Jul-19-24 05:42:35 PDT","Aug-19-26 05:42:35 PDT","Contemporary","182151","","","New","","","","","","UK","","9790060113949",""
"395546432246",MP FILTRI HYDRAULIC FILTER ELEMENT - STR1404SG1M90 P01 ( NOW FF203561B),,,"5","FIXED_PRICE","GBP",27.0,,,27.0,"0","","","Jul-21-24 14:57:38 PDT","Aug-21-26 14:57:38 PDT","Hydraulic Filters","184029","","","New","","","","","","UK","","",""
"395548222508",GENUINE JCB GLASS PANEL 827/80199 CAB UPPER DOOR CLEAR,,,"1","FIXED_PRICE","GBP",150.0,,,150.0,"0","0","0","Jul-22-24 11:36:09 PDT","Aug-22-26 11:36:09 PDT","Other Vehicle Parts & Accs","36631","","","New","","","","","","UK","","",""
